YEARMAKE,MODEL,TRIM,STOCK,VIN,@QR,QRYEARMODEL,QRSTOCK,@QR2,MISC
2022 Ford,Edge,SEL,2022 Edge - PQ1572,USED - 2FMPK4J98NBA15327,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1284.PNG,2022 Edge - PQ1572,USED - 2FMPK4J98NBA15327,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1284.PNG,2022 Edge - PQ1572 - USED - 2FMPK4J98NBA15327
2022 Chrysler,Voyager,LX,2022 Voyager - PQ1548,USED - 2C4RC1CG2NR229743,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1285.PNG,2022 Voyager - PQ1548,USED - 2C4RC1CG2NR229743,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1285.PNG,2022 Voyager - PQ1548 - USED - 2C4RC1CG2NR229743
2022 MINI,Cooper Countryman,Base,2022 Cooper Countryman - PQ1527,USED - WMZ23BR09N3N69286,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1286.PNG,2022 Cooper Countryman - PQ1527,USED - WMZ23BR09N3N69286,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1286.PNG,2022 Cooper Countryman - PQ1527 - USED - WMZ23BR09N3N69286
2023 Nissan,Murano,S,2023 Murano - PQ1574,USED - 5N1AZ2ASXPC129034,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1287.PNG,2023 Murano - PQ1574,USED - 5N1AZ2ASXPC129034,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1287.PNG,2023 Murano - PQ1574 - USED - 5N1AZ2ASXPC129034
2021 Jeep,Compass,Limited,2021 Compass - PQ1504,USED - 3C4NJDCB0MT595738,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1288.PNG,2021 Compass - PQ1504,USED - 3C4NJDCB0MT595738,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1288.PNG,2021 Compass - PQ1504 - USED - 3C4NJDCB0MT595738
2022 Ford,Escape,SE,2022 Escape - PB1013,USED - 1FMCU0G67NUA46013,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1289.PNG,2022 Escape - PB1013,USED - 1FMCU0G67NUA46013,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1289.PNG,2022 Escape - PB1013 - USED - 1FMCU0G67NUA46013
2022 Jeep,Cherokee,Latitude Lux,2022 Cherokee - PQ1524,USED - 1C4PJLMX7ND501164,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1290.PNG,2022 Cherokee - PQ1524,USED - 1C4PJLMX7ND501164,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1290.PNG,2022 Cherokee - PQ1524 - USED - 1C4PJLMX7ND501164
2018 BMW,5 Series,530i xDrive,2018 5 Series - 250818A,USED - WBAJA7C55JWC76416,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1291.PNG,2018 5 Series - 250818A,USED - WBAJA7C55JWC76416,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1291.PNG,2018 5 Series - 250818A - USED - WBAJA7C55JWC76416
2022 Chevrolet,Equinox,LT,2022 Equinox - PQ1531,USED - 3GNAXUEVXNL114567,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1292.PNG,2022 Equinox - PQ1531,USED - 3GNAXUEVXNL114567,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1292.PNG,2022 Equinox - PQ1531 - USED - 3GNAXUEVXNL114567
2022 Nissan,Sentra,SR,2022 Sentra - PB1025,USED - 3N1AB8DV8NY299398,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1293.PNG,2022 Sentra - PB1025,USED - 3N1AB8DV8NY299398,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1293.PNG,2022 Sentra - PB1025 - USED - 3N1AB8DV8NY299398
2022 Ford,Edge,SEL,2022 Edge - PQ1566,USED - 2FMPK4J9XNBA92541,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1294.PNG,2022 Edge - PQ1566,USED - 2FMPK4J9XNBA92541,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1294.PNG,2022 Edge - PQ1566 - USED - 2FMPK4J9XNBA92541
2023 Nissan,Altima,2.5 SL,2023 Altima - PQ1582,USED - 1N4BL4EV3PN364153,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1295.PNG,2023 Altima - PQ1582,USED - 1N4BL4EV3PN364153,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1295.PNG,2023 Altima - PQ1582 - USED - 1N4BL4EV3PN364153
2022 Ford,Edge,SEL,2022 Edge - PQ1539,USED - 2FMPK4J90NBB05278,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1296.PNG,2022 Edge - PQ1539,USED - 2FMPK4J90NBB05278,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1296.PNG,2022 Edge - PQ1539 - USED - 2FMPK4J90NBB05278
2022 Ford,Edge,SEL,2022 Edge - PQ1489,USED - 2FMPK4J99NBA94314,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1297.PNG,2022 Edge - PQ1489,USED - 2FMPK4J99NBA94314,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1297.PNG,2022 Edge - PQ1489 - USED - 2FMPK4J99NBA94314
2022 Chrysler,Pacifica,Touring L,2022 Pacifica - PQ1529,USED - 2C4RC1BGXNR190997,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1298.PNG,2022 Pacifica - PQ1529,USED - 2C4RC1BGXNR190997,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1298.PNG,2022 Pacifica - PQ1529 - USED - 2C4RC1BGXNR190997
2022 Chrysler,Pacifica,Touring L,2022 Pacifica - PQ1600,USED - 2C4RC1BG6NR233568,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1299.PNG,2022 Pacifica - PQ1600,USED - 2C4RC1BG6NR233568,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1299.PNG,2022 Pacifica - PQ1600 - USED - 2C4RC1BG6NR233568
2021 Ford,Mustang,EcoBoost Premium,2021 Mustang - PQ1493,USED - 1FA6P8TH7M5114260,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1300.PNG,2021 Mustang - PQ1493,USED - 1FA6P8TH7M5114260,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1300.PNG,2021 Mustang - PQ1493 - USED - 1FA6P8TH7M5114260
2023 Nissan,Altima,2.5 SL,2023 Altima - PQ1587,USED - 1N4BL4EV1PN351188,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1301.PNG,2023 Altima - PQ1587,USED - 1N4BL4EV1PN351188,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1301.PNG,2023 Altima - PQ1587 - USED - 1N4BL4EV1PN351188
2022 Chrysler,Pacifica,Touring L,2022 Pacifica - PQ1598,USED - 2C4RC1BG7NR181853,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1302.PNG,2022 Pacifica - PQ1598,USED - 2C4RC1BG7NR181853,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1302.PNG,2022 Pacifica - PQ1598 - USED - 2C4RC1BG7NR181853
2020 Volkswagen,Atlas Cross Sport,3.6L V6 SEL Premium,2020 Atlas Cross Sport - PQ1471,USED - 1V2NE2CA9LC226062,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1303.PNG,2020 Atlas Cross Sport - PQ1471,USED - 1V2NE2CA9LC226062,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1303.PNG,2020 Atlas Cross Sport - PQ1471 - USED - 1V2NE2CA9LC226062
2022 Toyota,Camry,SE,2022 Camry - PQ1525,USED - 4T1G11AK1NU706794,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1304.PNG,2022 Camry - PQ1525,USED - 4T1G11AK1NU706794,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1304.PNG,2022 Camry - PQ1525 - USED - 4T1G11AK1NU706794
2022 Chevrolet,Traverse,LT,2022 Traverse - PQ1578,USED - 1GNERGKW7NJ136656,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1305.PNG,2022 Traverse - PQ1578,USED - 1GNERGKW7NJ136656,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1305.PNG,2022 Traverse - PQ1578 - USED - 1GNERGKW7NJ136656
2023 Alfa Romeo,Giulia,Ti,2023 Giulia - PQ1494,USED - ZARFAMBN7P7670496,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1306.PNG,2023 Giulia - PQ1494,USED - ZARFAMBN7P7670496,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1306.PNG,2023 Giulia - PQ1494 - USED - ZARFAMBN7P7670496
2021 Chrysler,Pacifica,Touring L,2021 Pacifica - PQ1608,USED - 2C4RC1BG6MR574676,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1307.PNG,2021 Pacifica - PQ1608,USED - 2C4RC1BG6MR574676,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1307.PNG,2021 Pacifica - PQ1608 - USED - 2C4RC1BG6MR574676
2022 Chrysler,Pacifica,Touring L,2022 Pacifica - PQ1541,USED - 2C4RC1BG0NR186490,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1308.PNG,2022 Pacifica - PQ1541,USED - 2C4RC1BG0NR186490,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1308.PNG,2022 Pacifica - PQ1541 - USED - 2C4RC1BG0NR186490
2023 Mazda,CX-5,2.5 S Preferred Package,2023 CX-5 - PQ1565,USED - JM3KFBCM9P0199035,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1309.PNG,2023 CX-5 - PQ1565,USED - JM3KFBCM9P0199035,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1309.PNG,2023 CX-5 - PQ1565 - USED - JM3KFBCM9P0199035
2023 Toyota,Camry,LE,2023 Camry - PQ1602,USED - 4T1C11AK7PU746525,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1310.PNG,2023 Camry - PQ1602,USED - 4T1C11AK7PU746525,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1310.PNG,2023 Camry - PQ1602 - USED - 4T1C11AK7PU746525
2023 Hyundai,Santa Fe,XRT,2023 Santa Fe - PQ1579,USED - 5NMS6DAJ5PH514037,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1311.PNG,2023 Santa Fe - PQ1579,USED - 5NMS6DAJ5PH514037,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1311.PNG,2023 Santa Fe - PQ1579 - USED - 5NMS6DAJ5PH514037
2024 Toyota,Corolla,SE,2024 Corolla - PQ1590,USED - 5YFP4MCE6RP170609,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1312.PNG,2024 Corolla - PQ1590,USED - 5YFP4MCE6RP170609,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1312.PNG,2024 Corolla - PQ1590 - USED - 5YFP4MCE6RP170609
2024 Hyundai,Tucson,SEL,2024 Tucson - PQ1561,USED - 5NMJBCDE4RH354509,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1313.PNG,2024 Tucson - PQ1561,USED - 5NMJBCDE4RH354509,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1313.PNG,2024 Tucson - PQ1561 - USED - 5NMJBCDE4RH354509
2016 Toyota,Tacoma,TRD Sport,2016 Tacoma - 250680B,USED - 3TMCZ5AN7GM042523,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1314.PNG,2016 Tacoma - 250680B,USED - 3TMCZ5AN7GM042523,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1314.PNG,2016 Tacoma - 250680B - USED - 3TMCZ5AN7GM042523
2018 Jeep,Wrangler,Unlimited Sahara,2018 Wrangler - PR1225,USED - 1C4HJXEN3JW332736,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1315.PNG,2018 Wrangler - PR1225,USED - 1C4HJXEN3JW332736,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1315.PNG,2018 Wrangler - PR1225 - USED - 1C4HJXEN3JW332736
2021 Lincoln,Corsair,Standard,2021 Corsair - PQ1497A,USED - 5LMCJ1DH3MUL18766,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1316.PNG,2021 Corsair - PQ1497A,USED - 5LMCJ1DH3MUL18766,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1316.PNG,2021 Corsair - PQ1497A - USED - 5LMCJ1DH3MUL18766
2017 Toyota,Tacoma,TRD Sport,2017 Tacoma - 250948A,USED - 3TMCZ5AN5HM058947,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1317.PNG,2017 Tacoma - 250948A,USED - 3TMCZ5AN5HM058947,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1317.PNG,2017 Tacoma - 250948A - USED - 3TMCZ5AN5HM058947
2017 Ford,Mustang,GT Premium,2017 Mustang - 250945A,USED - 1FATP8FF0H5317462,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1318.PNG,2017 Mustang - 250945A,USED - 1FATP8FF0H5317462,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1318.PNG,2017 Mustang - 250945A - USED - 1FATP8FF0H5317462
2024 Hyundai,Kona,N Line,2024 Kona - PQ1604,USED - KM8HA3A35RU083193,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1319.PNG,2024 Kona - PQ1604,USED - KM8HA3A35RU083193,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1319.PNG,2024 Kona - PQ1604 - USED - KM8HA3A35RU083193
2023 Ford,Escape Hybrid,ST-Line Select,2023 Escape Hybrid - PT1262,USED - 1FMCU9NZ1PUA53723,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1320.PNG,2023 Escape Hybrid - PT1262,USED - 1FMCU9NZ1PUA53723,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1320.PNG,2023 Escape Hybrid - PT1262 - USED - 1FMCU9NZ1PUA53723
2022 Ford,Explorer,XLT,2022 Explorer - PQ1596,USED - 1FMSK8DH5NGA26458,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1321.PNG,2022 Explorer - PQ1596,USED - 1FMSK8DH5NGA26458,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1321.PNG,2022 Explorer - PQ1596 - USED - 1FMSK8DH5NGA26458
2018 Audi,S5,3.0T Prestige,2018 S5 - PK1557A,USED - WAUC4CF54JA081583,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1322.PNG,2018 S5 - PK1557A,USED - WAUC4CF54JA081583,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1322.PNG,2018 S5 - PK1557A - USED - WAUC4CF54JA081583
2021 Jeep,Grand Cherokee L,Limited,2021 Grand Cherokee L - PQ1606,USED - 1C4RJKBG7M8185973,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1323.PNG,2021 Grand Cherokee L - PQ1606,USED - 1C4RJKBG7M8185973,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1323.PNG,2021 Grand Cherokee L - PQ1606 - USED - 1C4RJKBG7M8185973
2019 Dodge,Challenger,R/T,2019 Challenger - 250699AA,USED - 2C3CDZBT7KH737647,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1324.PNG,2019 Challenger - 250699AA,USED - 2C3CDZBT7KH737647,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1324.PNG,2019 Challenger - 250699AA - USED - 2C3CDZBT7KH737647
2023 Jeep,Grand Cherokee,Laredo,2023 Grand Cherokee - PQ1560,USED - 1C4RJHAG0PC641088,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1325.PNG,2023 Grand Cherokee - PQ1560,USED - 1C4RJHAG0PC641088,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1325.PNG,2023 Grand Cherokee - PQ1560 - USED - 1C4RJHAG0PC641088
2023 Subaru,Outback,Wilderness,2023 Outback - PQ1595,USED - 4S4BTGUD0P3168702,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1326.PNG,2023 Outback - PQ1595,USED - 4S4BTGUD0P3168702,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1326.PNG,2023 Outback - PQ1595 - USED - 4S4BTGUD0P3168702
2022 Volkswagen,Atlas,SEL,2022 Atlas - PQ1609,USED - 1V2BR2CAXNC525537,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1327.PNG,2022 Atlas - PQ1609,USED - 1V2BR2CAXNC525537,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1327.PNG,2022 Atlas - PQ1609 - USED - 1V2BR2CAXNC525537
2022 Toyota,Avalon,Touring,2022 Avalon - PQ1571,USED - 4T1HZ1FB2NU087337,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1328.PNG,2022 Avalon - PQ1571,USED - 4T1HZ1FB2NU087337,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1328.PNG,2022 Avalon - PQ1571 - USED - 4T1HZ1FB2NU087337
2022 Nissan,Armada,SV,2022 Armada - PQ1610,USED - JN8AY2ADXN9678143,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1329.PNG,2022 Armada - PQ1610,USED - JN8AY2ADXN9678143,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1329.PNG,2022 Armada - PQ1610 - USED - JN8AY2ADXN9678143
2024 Ford,Edge,Titanium,2024 Edge - PQ1575,USED - 2FMPK4K97RBA68945,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1330.PNG,2024 Edge - PQ1575,USED - 2FMPK4K97RBA68945,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1330.PNG,2024 Edge - PQ1575 - USED - 2FMPK4K97RBA68945
2023 Chrysler,Pacifica,Limited,2023 Pacifica - PQ1569,USED - 2C4RC1GG3PR557587,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1331.PNG,2023 Pacifica - PQ1569,USED - 2C4RC1GG3PR557587,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1331.PNG,2023 Pacifica - PQ1569 - USED - 2C4RC1GG3PR557587
2024 Subaru,Outback,Limited,2024 Outback - PQ1601,USED - 4S4BTANC6R3151652,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1332.PNG,2024 Outback - PQ1601,USED - 4S4BTANC6R3151652,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1332.PNG,2024 Outback - PQ1601 - USED - 4S4BTANC6R3151652
2023 Acura,TLX,Technology Package,2023 TLX - 250872A,USED - 19UUB5F42PA001837,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1333.PNG,2023 TLX - 250872A,USED - 19UUB5F42PA001837,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1333.PNG,2023 TLX - 250872A - USED - 19UUB5F42PA001837
2024 Subaru,Outback,Limited,2024 Outback - 250729A,USED - 4S4BTANC3R3249389,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1334.PNG,2024 Outback - 250729A,USED - 4S4BTANC3R3249389,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1334.PNG,2024 Outback - 250729A - USED - 4S4BTANC3R3249389
2022 Nissan,Titan,PRO-4X,2022 Titan - PQ1581,USED - 1N6AA1ED7NN101806,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1335.PNG,2022 Titan - PQ1581,USED - 1N6AA1ED7NN101806,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1335.PNG,2022 Titan - PQ1581 - USED - 1N6AA1ED7NN101806
2022 Ford,Bronco,Outer Banks,2022 Bronco - PT1257,USED - 1FMDE5BH9NLB40438,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1336.PNG,2022 Bronco - PT1257,USED - 1FMDE5BH9NLB40438,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1336.PNG,2022 Bronco - PT1257 - USED - 1FMDE5BH9NLB40438
2023 Toyota,Highlander,XLE,2023 Highlander - PQ1583,USED - 5TDKDRBH4PS036818,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1337.PNG,2023 Highlander - PQ1583,USED - 5TDKDRBH4PS036818,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1337.PNG,2023 Highlander - PQ1583 - USED - 5TDKDRBH4PS036818
2023 Toyota,Tacoma,TRD Off-Road,2023 Tacoma - PQ1605,USED - 3TMCZ5AN3PM597372,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1338.PNG,2023 Tacoma - PQ1605,USED - 3TMCZ5AN3PM597372,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1338.PNG,2023 Tacoma - PQ1605 - USED - 3TMCZ5AN3PM597372
2021 Ram,1500,Laramie,2021 1500 - 250968A,USED - 1C6SRFRT6MN559874,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1339.PNG,2021 1500 - 250968A,USED - 1C6SRFRT6MN559874,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1339.PNG,2021 1500 - 250968A - USED - 1C6SRFRT6MN559874
2022 Jeep,Wagoneer,Series I,2022 Wagoneer - PQ1594,USED - 1C4SJVAT5NS227675,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1340.PNG,2022 Wagoneer - PQ1594,USED - 1C4SJVAT5NS227675,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1340.PNG,2022 Wagoneer - PQ1594 - USED - 1C4SJVAT5NS227675
2024 Toyota,Sienna,XLE,2024 Sienna - PQ1592,USED - 5TDYRKEC8RS186064,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1341.PNG,2024 Sienna - PQ1592,USED - 5TDYRKEC8RS186064,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1341.PNG,2024 Sienna - PQ1592 - USED - 5TDYRKEC8RS186064
2024 Jeep,Wrangler,Rubicon,2024 Wrangler - PQ1599,USED - 1C4PJXFG6RW336030,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1342.PNG,2024 Wrangler - PQ1599,USED - 1C4PJXFG6RW336030,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1342.PNG,2024 Wrangler - PQ1599 - USED - 1C4PJXFG6RW336030
2022 Ford,Expedition Max,Limited,2022 Expedition Max - PQ1584,USED - 1FMJK2AT6NEA41547,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1343.PNG,2022 Expedition Max - PQ1584,USED - 1FMJK2AT6NEA41547,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1343.PNG,2022 Expedition Max - PQ1584 - USED - 1FMJK2AT6NEA41547
2022 Ford,Bronco,Big Bend,2022 Bronco - HL1220A,USED - 1FMEE5DP0NLA82079,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1344.PNG,2022 Bronco - HL1220A,USED - 1FMEE5DP0NLA82079,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1344.PNG,2022 Bronco - HL1220A - USED - 1FMEE5DP0NLA82079
2025 Honda,Civic Sedan,4D LX,2025 Civic Sedan - 250984,NEW - 2HGFE2F29SH582020,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1345.PNG,2025 Civic Sedan - 250984,NEW - 2HGFE2F29SH582020,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1345.PNG,2025 Civic Sedan - 250984 - NEW - 2HGFE2F29SH582020
